order_id,order_date,customer_id,product_id,order_amount,quantity,customer_name,country,registration_date,product_name,category,price
1647,18-11-2024,59,7,3573.04,4,Melissa Hill,Kenya,24-07-2023,Jacket,Clothing,893.26
1648,18-09-2024,217,8,288.21,3,Bradley Ward,Mexico,20-12-2024,Shoes,Clothing,96.07
1649,04-09-2024,285,10,158,4,James Arnold,Saint Barthelemy,29-11-2024,Lamp,Home,39.5
1650,01-07-2025,72,11,1132.25,5,Cathy Williams,Ireland,14-02-2025,Dining Table,Home,226.45
1651,06-05-2025,99,15,3266.95,5,Stacey Dixon,France,29-03-2025,Comics,Books,653.39
1652,14-02-2025,403,11,905.8,4,Melissa Wright,Liechtenstein,21-05-2024,Dining Table,Home,226.45
1653,10-08-2024,432,4,461.96,2,Sharon Williams,Luxembourg,28-06-2024,Smartwatch,Electronics,230.98
1654,02-07-2025,150,4,461.96,2,April Harris,Azerbaijan,27-07-2024,Smartwatch,Electronics,230.98
1655,17-01-2025,314,13,181.35,5,Louis Marshall,Dominica,06-06-2024,Fiction,Books,36.27
1656,05-03-2025,72,15,1306.78,2,Cathy Williams,Ireland,14-02-2025,Comics,Books,653.39
1657,21-09-2024,29,11,679.35,3,Mr. Thomas Hernandez,Northern Mariana Islands,04-03-2024,Dining Table,Home,226.45
1658,22-01-2025,213,5,739.11,1,Brooke Mueller,Turkey,08-06-2025,T-Shirt,Clothing,739.11
1659,16-06-2025,24,10,158,4,Adam Mack,Bhutan,18-05-2024,Lamp,Home,39.5
1660,03-09-2024,229,11,679.35,3,Laura Jimenez,Saint Pierre and Miquelon,20-10-2023,Dining Table,Home,226.45
1661,08-12-2024,275,9,2138.5,5,Kathleen Mann,Sri Lanka,21-01-2024,Sofa,Home,427.7
1662,26-07-2024,404,7,893.26,1,Samuel Jones,Lithuania,20-02-2024,Jacket,Clothing,893.26
1663,22-04-2025,24,10,197.5,5,Adam Mack,Bhutan,18-05-2024,Lamp,Home,39.5
1664,14-12-2024,351,15,653.39,1,Kristi Reyes,Papua New Guinea,18-08-2023,Comics,Books,653.39
1665,01-04-2025,422,2,104.28,3,Clifford Bailey,Lao People's Democratic Republic,25-07-2024,Laptop,Electronics,34.76
1666,17-10-2024,136,6,679.93,1,Nicholas Mcdonald,Belgium,02-03-2025,Jeans,Clothing,679.93
1667,24-08-2024,496,10,79,2,Mr. James Gilbert,Guam,28-07-2024,Lamp,Home,39.5
1668,05-07-2025,48,16,1648.47,3,Christine Mayo,Iraq,01-10-2024,Biography,Books,549.49
1669,27-07-2024,290,7,3573.04,4,Sheri Estes,Monaco,15-02-2024,Jacket,Clothing,893.26
1670,01-05-2025,125,2,173.8,5,Micheal Hughes,Oman,31-03-2025,Laptop,Electronics,34.76
1671,01-11-2024,426,2,69.52,2,Andrea Murray,Pakistan,21-07-2024,Laptop,Electronics,34.76
1672,07-08-2024,300,12,2041.2,4,Ryan Griffin,Gambia,29-06-2024,Curtains,Home,510.3
1673,18-11-2024,309,14,206.85,1,Kirk Hernandez,Myanmar,27-12-2024,Non-Fiction,Books,206.85
1674,30-10-2024,359,14,413.7,2,Richard Harper,Mexico,26-04-2025,Non-Fiction,Books,206.85
1675,11-02-2025,13,14,827.4,4,Paul Hammond,Azerbaijan,28-02-2024,Non-Fiction,Books,206.85
1676,05-03-2025,392,4,692.94,3,Danielle Vaughn,Saint Kitts and Nevis,19-05-2024,Smartwatch,Electronics,230.98
1677,11-06-2025,173,15,653.39,1,Jonathan Davis,Myanmar,30-06-2024,Comics,Books,653.39
1678,15-07-2025,52,16,2197.96,4,Krystal Beard,Malaysia,27-11-2023,Biography,Books,549.49
1679,19-03-2025,310,7,893.26,1,Kenneth Stafford,Mauritania,04-11-2023,Jacket,Clothing,893.26
1680,05-12-2024,461,5,2956.44,4,Laura Nelson,Wallis and Futuna,10-06-2024,T-Shirt,Clothing,739.11
1681,24-09-2024,440,7,4466.3,5,Ashley Jones,Togo,13-05-2024,Jacket,Clothing,893.26
1682,27-11-2024,4,7,2679.78,3,Jose Arellano,Belize,05-12-2024,Jacket,Clothing,893.26
1683,19-04-2025,113,6,1359.86,2,Greg Cooper,Cape Verde,10-11-2023,Jeans,Clothing,679.93
1684,01-03-2025,270,12,2041.2,4,Vanessa Phillips,Grenada,03-04-2025,Curtains,Home,510.3
1685,18-09-2024,91,5,739.11,1,Paul Wade,Denmark,10-08-2023,T-Shirt,Clothing,739.11
1686,28-01-2025,209,1,1929.09,3,Isaac Vazquez,Tajikistan,23-01-2024,Smartphone,Electronics,643.03
1687,20-07-2024,346,10,79,2,Lori Allen,Poland,29-01-2025,Lamp,Home,39.5
1688,07-01-2025,247,15,653.39,1,Jessica Gutierrez,Russian Federation,13-12-2024,Comics,Books,653.39
1689,18-07-2025,470,15,1960.17,3,Mrs. Abigail Manning,Korea,01-08-2023,Comics,Books,653.39
1690,19-03-2025,450,10,39.5,1,Jennifer Fisher,Maldives,18-03-2025,Lamp,Home,39.5
1691,15-06-2025,15,16,1648.47,3,Mary Hicks,Bahamas,27-05-2025,Biography,Books,549.49
1692,05-09-2024,6,2,69.52,2,Christopher Barrett,Nepal,07-04-2025,Laptop,Electronics,34.76
1693,25-03-2025,4,8,192.14,2,Jose Arellano,Belize,05-12-2024,Shoes,Clothing,96.07
1694,13-01-2025,317,12,510.3,1,Lauren Shaffer,Lithuania,01-03-2025,Curtains,Home,510.3
1695,26-11-2024,135,11,679.35,3,Brenda Watson,Netherlands,04-08-2024,Dining Table,Home,226.45
1696,29-03-2025,12,9,1710.8,4,Eric Cooper,Bolivia,17-03-2025,Sofa,Home,427.7
1697,08-08-2024,436,10,79,2,Nicole Watson,Cayman Islands,15-04-2024,Lamp,Home,39.5
1698,03-08-2024,379,7,3573.04,4,Madison Rodriguez,Nigeria,11-09-2023,Jacket,Clothing,893.26
1699,04-06-2025,427,9,1710.8,4,Bradley Herrera,Denmark,31-12-2023,Sofa,Home,427.7
1700,27-03-2025,482,11,1132.25,5,Roger King,Bolivia,04-02-2025,Dining Table,Home,226.45
1701,09-02-2025,226,2,34.76,1,Benjamin Salinas,Libyan Arab Jamahiriya,04-01-2025,Laptop,Electronics,34.76
1702,30-03-2025,289,16,549.49,1,Samantha Smith,Papua New Guinea,02-05-2025,Biography,Books,549.49
1703,22-02-2025,150,9,427.7,1,April Harris,Azerbaijan,27-07-2024,Sofa,Home,427.7
1704,26-04-2025,461,2,104.28,3,Laura Nelson,Wallis and Futuna,10-06-2024,Laptop,Electronics,34.76
1705,11-03-2025,238,6,1359.86,2,Nicholas Kennedy,Croatia,05-10-2023,Jeans,Clothing,679.93
1706,28-06-2025,335,11,452.9,2,Jonathan Martinez,Lebanon,21-02-2025,Dining Table,Home,226.45
1707,18-01-2025,72,3,1411.4,5,Cathy Williams,Ireland,14-02-2025,Tablet,Electronics,282.28
1708,26-08-2024,301,13,181.35,5,Mr. Keith Foley,Bulgaria,11-02-2025,Fiction,Books,36.27
1709,02-06-2025,425,1,3215.15,5,Robert Parker,Isle of Man,23-08-2023,Smartphone,Electronics,643.03
1710,21-04-2025,14,16,2197.96,4,Omar Camacho,Ireland,28-07-2023,Biography,Books,549.49
1711,25-12-2024,245,3,282.28,1,Curtis Henderson,Libyan Arab Jamahiriya,21-01-2025,Tablet,Electronics,282.28
1712,24-01-2025,333,15,1960.17,3,Latoya Mckee,Mauritania,02-10-2023,Comics,Books,653.39
1713,26-02-2025,405,6,1359.86,2,Hannah Trevino,Mozambique,24-07-2023,Jeans,Clothing,679.93
1714,19-08-2024,136,13,108.81,3,Nicholas Mcdonald,Belgium,02-03-2025,Fiction,Books,36.27
1715,13-09-2024,51,14,206.85,1,Nicole Stevens,Zimbabwe,07-01-2024,Non-Fiction,Books,206.85
1716,21-03-2025,433,7,893.26,1,Richard Shaw,Bouvet Island (Bouvetoya),07-12-2024,Jacket,Clothing,893.26
1717,30-09-2024,231,8,192.14,2,Scott Anderson,Andorra,05-06-2025,Shoes,Clothing,96.07
1718,26-03-2025,316,8,384.28,4,Monica Collins,Lesotho,04-12-2023,Shoes,Clothing,96.07
1719,29-07-2024,283,15,3266.95,5,Gloria Stevenson,Cayman Islands,10-06-2025,Comics,Books,653.39
1720,14-05-2025,424,11,905.8,4,Robert Mckinney,Algeria,07-07-2024,Dining Table,Home,226.45
1721,20-08-2024,98,5,739.11,1,Lauren Little,Jordan,26-03-2024,T-Shirt,Clothing,739.11
1722,30-07-2024,194,12,510.3,1,Robert Diaz,Niue,14-11-2023,Curtains,Home,510.3
1723,12-03-2025,161,13,145.08,4,Stephanie Jackson,Martinique,29-06-2025,Fiction,Books,36.27
1724,07-11-2024,493,2,173.8,5,Nicole Bush,Bahamas,04-07-2024,Laptop,Electronics,34.76
1725,01-09-2024,309,2,173.8,5,Kirk Hernandez,Myanmar,27-12-2024,Laptop,Electronics,34.76
1726,03-11-2024,286,11,226.45,1,Nicole Koch,Denmark,24-05-2024,Dining Table,Home,226.45
1727,02-02-2025,67,15,3266.95,5,Katie Davis,Cocos (Keeling) Islands,07-10-2023,Comics,Books,653.39
1728,20-06-2025,457,1,3215.15,5,Anne Kelly,Gambia,12-05-2025,Smartphone,Electronics,643.03
1729,01-03-2025,261,16,1098.98,2,Travis Morgan,Jordan,10-03-2024,Biography,Books,549.49
1730,24-08-2024,349,6,1359.86,2,John Franklin,Greece,07-12-2023,Jeans,Clothing,679.93
1731,15-08-2024,468,11,679.35,3,Mary Delacruz,Pitcairn Islands,22-04-2024,Dining Table,Home,226.45
1732,10-06-2025,221,13,145.08,4,Pamela Kim,Honduras,11-02-2024,Fiction,Books,36.27
1733,15-07-2025,188,16,549.49,1,Ernest Chang,Holy See (Vatican City State),05-01-2025,Biography,Books,549.49
1734,27-09-2024,91,5,3695.55,5,Paul Wade,Denmark,10-08-2023,T-Shirt,Clothing,739.11
1735,21-05-2025,260,7,2679.78,3,Kevin Gonzalez,Nauru,11-03-2025,Jacket,Clothing,893.26
1736,25-10-2024,457,16,1098.98,2,Anne Kelly,Gambia,12-05-2025,Biography,Books,549.49
1737,31-03-2025,92,6,3399.65,5,Stephen Johnson,Thailand,06-12-2024,Jeans,Clothing,679.93
1738,25-04-2025,55,2,139.04,4,Mr. Lucas Thomas,Netherlands,27-01-2025,Laptop,Electronics,34.76
1739,02-10-2024,201,8,192.14,2,Patricia Armstrong,Trinidad and Tobago,26-01-2024,Shoes,Clothing,96.07
1740,17-04-2025,89,2,34.76,1,Ryan Smith,Ireland,04-07-2024,Laptop,Electronics,34.76
1741,18-06-2025,289,5,3695.55,5,Samantha Smith,Papua New Guinea,02-05-2025,T-Shirt,Clothing,739.11
1742,08-06-2025,462,14,620.55,3,Kenneth Taylor,Saint Barthelemy,13-02-2024,Non-Fiction,Books,206.85
1743,12-05-2025,294,4,230.98,1,Heather Frazier,Netherlands,01-10-2023,Smartwatch,Electronics,230.98
1744,07-10-2024,384,2,173.8,5,Sara Hubbard,Portugal,11-03-2024,Laptop,Electronics,34.76
1745,18-11-2024,376,16,2747.45,5,Brian Phelps,Qatar,15-03-2025,Biography,Books,549.49
1746,10-01-2025,242,3,1411.4,5,Michael Mcmillan,New Zealand,22-02-2025,Tablet,Electronics,282.28
1747,30-08-2024,235,16,2747.45,5,Danielle Robinson,Norway,19-02-2024,Biography,Books,549.49
1748,23-03-2025,90,5,3695.55,5,Michelle Carrillo,Argentina,03-09-2024,T-Shirt,Clothing,739.11
1749,20-05-2025,256,9,427.7,1,Mrs. Angela Jones DVM,Russian Federation,27-05-2025,Sofa,Home,427.7
1750,03-06-2025,470,16,2197.96,4,Mrs. Abigail Manning,Korea,01-08-2023,Biography,Books,549.49
1751,07-06-2025,162,5,2956.44,4,Keith Hunt,Mali,09-10-2023,T-Shirt,Clothing,739.11
1752,23-07-2024,464,12,510.3,1,Maria Williams,Netherlands,19-01-2025,Curtains,Home,510.3
1753,18-04-2025,464,14,827.4,4,Maria Williams,Netherlands,19-01-2025,Non-Fiction,Books,206.85
1754,17-11-2024,235,9,1283.1,3,Danielle Robinson,Norway,19-02-2024,Sofa,Home,427.7
1755,01-04-2025,406,16,1648.47,3,Kathleen Williams,Kyrgyz Republic,23-04-2025,Biography,Books,549.49
1756,20-09-2024,319,16,549.49,1,Anthony Cruz,Algeria,16-05-2024,Biography,Books,549.49
1757,19-03-2025,40,16,1648.47,3,Michael Taylor,United Arab Emirates,19-06-2025,Biography,Books,549.49
1758,27-10-2024,398,14,206.85,1,Michael Jones,Kuwait,06-06-2025,Non-Fiction,Books,206.85
1759,27-12-2024,157,5,2217.33,3,Adam Sanchez,Cocos (Keeling) Islands,30-04-2025,T-Shirt,Clothing,739.11
1760,25-05-2025,364,4,461.96,2,Cory Morgan,Dominica,04-05-2024,Smartwatch,Electronics,230.98
1761,28-12-2024,404,12,510.3,1,Samuel Jones,Lithuania,20-02-2024,Curtains,Home,510.3
1762,21-10-2024,399,4,1154.9,5,Aaron Riddle,Somalia,21-05-2024,Smartwatch,Electronics,230.98
1763,13-04-2025,312,15,1960.17,3,Karen Hernandez,Finland,02-11-2024,Comics,Books,653.39
1764,29-09-2024,498,10,79,2,Grant Davis,Colombia,15-04-2024,Lamp,Home,39.5
1765,13-10-2024,500,15,653.39,1,Savannah Jordan,Niger,27-04-2025,Comics,Books,653.39
1766,01-02-2025,203,8,288.21,3,Mallory White MD,Cocos (Keeling) Islands,17-12-2024,Shoes,Clothing,96.07
1767,18-10-2024,319,6,3399.65,5,Anthony Cruz,Algeria,16-05-2024,Jeans,Clothing,679.93
1768,28-10-2024,418,13,108.81,3,Thomas Martin,Guyana,06-12-2024,Fiction,Books,36.27
1769,25-01-2025,416,16,1098.98,2,Jennifer Lewis,Rwanda,11-06-2025,Biography,Books,549.49
1770,06-07-2025,448,15,2613.56,4,Angel Brown,Norway,24-09-2023,Comics,Books,653.39
1771,22-09-2024,310,14,827.4,4,Kenneth Stafford,Mauritania,04-11-2023,Non-Fiction,Books,206.85
1772,01-03-2025,27,15,1306.78,2,Kayla Boyd,Colombia,13-01-2024,Comics,Books,653.39
1773,08-04-2025,117,14,413.7,2,Courtney Sims,Saint Helena,06-05-2024,Non-Fiction,Books,206.85
1774,11-11-2024,136,13,36.27,1,Nicholas Mcdonald,Belgium,02-03-2025,Fiction,Books,36.27
1775,21-05-2025,460,13,145.08,4,Ashley Ford,Zimbabwe,22-06-2025,Fiction,Books,36.27
1776,15-03-2025,29,14,206.85,1,Mr. Thomas Hernandez,Northern Mariana Islands,04-03-2024,Non-Fiction,Books,206.85
1777,31-12-2024,340,11,679.35,3,Gregory Chang,San Marino,14-02-2025,Dining Table,Home,226.45
1778,21-11-2024,402,8,192.14,2,Cynthia Wise,Zimbabwe,01-09-2024,Shoes,Clothing,96.07
1779,18-06-2025,163,15,653.39,1,Lauren Wiley,Colombia,16-05-2025,Comics,Books,653.39
1780,19-10-2024,62,15,1306.78,2,Kevin Vaughn,Gabon,04-09-2024,Comics,Books,653.39
1781,08-07-2025,324,16,549.49,1,Terri Harris,Bahamas,06-01-2024,Biography,Books,549.49
1782,18-04-2025,313,5,2217.33,3,Matthew Howell,Grenada,06-11-2023,T-Shirt,Clothing,739.11
1783,22-12-2024,248,1,1929.09,3,Philip Andrews,Myanmar,27-07-2024,Smartphone,Electronics,643.03
1784,10-06-2025,37,14,1034.25,5,Dr. Tyler Orr,Costa Rica,03-04-2024,Non-Fiction,Books,206.85
1785,18-05-2025,189,15,2613.56,4,Perry Black,Armenia,09-02-2025,Comics,Books,653.39
1786,23-05-2025,288,3,1411.4,5,Kimberly Moore,South Georgia and the South Sandwich Islands,15-07-2024,Tablet,Electronics,282.28
1787,30-10-2024,485,16,2197.96,4,Robert Montgomery,Eritrea,18-12-2024,Biography,Books,549.49
1788,14-07-2025,80,7,2679.78,3,Jacob Wilson,Grenada,23-06-2024,Jacket,Clothing,893.26
1789,12-06-2025,317,15,653.39,1,Lauren Shaffer,Lithuania,01-03-2025,Comics,Books,653.39
1790,05-03-2025,470,11,452.9,2,Mrs. Abigail Manning,Korea,01-08-2023,Dining Table,Home,226.45
1791,06-09-2024,310,1,1929.09,3,Kenneth Stafford,Mauritania,04-11-2023,Smartphone,Electronics,643.03
1792,14-12-2024,261,1,1929.09,3,Travis Morgan,Jordan,10-03-2024,Smartphone,Electronics,643.03
1793,14-12-2024,126,3,282.28,1,Brian Anderson,Jamaica,22-11-2024,Tablet,Electronics,282.28
1794,06-01-2025,304,12,1530.9,3,Brian Mathis,Saint Lucia,19-08-2023,Curtains,Home,510.3
1795,04-10-2024,312,6,2039.79,3,Karen Hernandez,Finland,02-11-2024,Jeans,Clothing,679.93
1796,30-12-2024,409,6,679.93,1,Karen Hayden DDS,Cyprus,25-06-2024,Jeans,Clothing,679.93
1797,04-12-2024,390,2,104.28,3,Caroline Robbins,Spain,30-12-2023,Laptop,Electronics,34.76
1798,09-12-2024,370,9,1710.8,4,Justin Estes,Croatia,21-09-2023,Sofa,Home,427.7
1799,12-07-2025,224,14,827.4,4,John Hart,Cayman Islands,16-12-2023,Non-Fiction,Books,206.85
1800,07-09-2024,499,8,384.28,4,Donna Jones MD,Antigua and Barbuda,30-07-2024,Shoes,Clothing,96.07
1801,01-06-2025,39,14,827.4,4,Jessica Hammond,Libyan Arab Jamahiriya,22-02-2025,Non-Fiction,Books,206.85
1802,14-11-2024,202,3,846.84,3,Belinda Morris,Korea,08-07-2025,Tablet,Electronics,282.28
1803,21-07-2024,2,15,1306.78,2,Kevin James,Ireland,09-01-2025,Comics,Books,653.39
1804,03-01-2025,438,10,158,4,Anne Hansen,Chad,16-03-2025,Lamp,Home,39.5
1805,08-07-2025,71,16,2197.96,4,Maria Li,Congo,10-03-2025,Biography,Books,549.49
1806,14-10-2024,365,7,2679.78,3,Bryan White,Congo,13-07-2025,Jacket,Clothing,893.26
1807,21-01-2025,63,11,1132.25,5,Karen Webb,Monaco,10-08-2024,Dining Table,Home,226.45
1808,03-04-2025,471,16,1648.47,3,Sandra Ramirez,Niue,08-05-2025,Biography,Books,549.49
1809,26-11-2024,229,16,549.49,1,Laura Jimenez,Saint Pierre and Miquelon,20-10-2023,Biography,Books,549.49
1810,06-07-2025,417,3,1129.12,4,Ann Macias,Georgia,26-08-2023,Tablet,Electronics,282.28
1811,02-01-2025,476,1,643.03,1,David Baker,Wallis and Futuna,17-10-2024,Smartphone,Electronics,643.03
1812,17-06-2025,325,3,1129.12,4,Dawn Miller,Mauritania,14-05-2025,Tablet,Electronics,282.28
1813,19-06-2025,141,7,4466.3,5,Jennifer Hernandez,South Africa,09-09-2023,Jacket,Clothing,893.26
1814,29-06-2025,376,1,1286.06,2,Brian Phelps,Qatar,15-03-2025,Smartphone,Electronics,643.03
1815,27-07-2024,314,16,2747.45,5,Louis Marshall,Dominica,06-06-2024,Biography,Books,549.49
1816,09-09-2024,92,4,692.94,3,Stephen Johnson,Thailand,06-12-2024,Smartwatch,Electronics,230.98
1817,04-09-2024,376,10,118.5,3,Brian Phelps,Qatar,15-03-2025,Lamp,Home,39.5
1818,15-08-2024,200,15,653.39,1,Suzanne Costa,China,30-12-2023,Comics,Books,653.39
1819,01-08-2024,441,3,282.28,1,Jessica Gonzalez,Algeria,12-01-2025,Tablet,Electronics,282.28
1820,28-04-2025,370,7,2679.78,3,Justin Estes,Croatia,21-09-2023,Jacket,Clothing,893.26
1821,03-06-2025,31,6,2039.79,3,Harry Bowman,Rwanda,02-10-2024,Jeans,Clothing,679.93
1822,12-12-2024,426,16,1648.47,3,Andrea Murray,Pakistan,21-07-2024,Biography,Books,549.49
1823,01-10-2024,195,9,1710.8,4,Mary Stewart,Suriname,22-07-2024,Sofa,Home,427.7
1824,04-10-2024,112,1,3215.15,5,Theresa Becker,Germany,17-04-2024,Smartphone,Electronics,643.03
1825,17-08-2024,418,12,2041.2,4,Thomas Martin,Guyana,06-12-2024,Curtains,Home,510.3
1826,09-11-2024,280,7,1786.52,2,Whitney Marshall,Angola,23-05-2024,Jacket,Clothing,893.26
1827,09-07-2025,445,10,158,4,Charles Joseph,Mozambique,04-11-2024,Lamp,Home,39.5
1828,08-05-2025,297,9,1283.1,3,Matthew Flynn,Paraguay,02-03-2025,Sofa,Home,427.7
1829,28-01-2025,132,2,139.04,4,Laurie Taylor,Tuvalu,20-06-2025,Laptop,Electronics,34.76
1830,31-08-2024,164,4,230.98,1,Gilbert Smith,Cote d'Ivoire,01-06-2025,Smartwatch,Electronics,230.98
1831,15-01-2025,137,7,2679.78,3,Curtis Smith,Uruguay,21-12-2024,Jacket,Clothing,893.26
1832,28-06-2025,486,5,3695.55,5,Steven Turner,Cyprus,16-12-2023,T-Shirt,Clothing,739.11
1833,20-09-2024,74,12,2041.2,4,Kenneth Costa,Panama,10-09-2024,Curtains,Home,510.3
1834,05-11-2024,320,14,620.55,3,Scott Crawford,Bouvet Island (Bouvetoya),02-01-2024,Non-Fiction,Books,206.85
1835,27-03-2025,110,13,36.27,1,Amanda Bean,Sierra Leone,08-07-2025,Fiction,Books,36.27
1836,10-09-2024,411,8,96.07,1,Justin Harris,Bhutan,08-05-2024,Shoes,Clothing,96.07
1837,08-04-2025,289,4,923.92,4,Samantha Smith,Papua New Guinea,02-05-2025,Smartwatch,Electronics,230.98
1838,27-02-2025,242,13,108.81,3,Michael Mcmillan,New Zealand,22-02-2025,Fiction,Books,36.27
1839,21-12-2024,462,8,480.35,5,Kenneth Taylor,Saint Barthelemy,13-02-2024,Shoes,Clothing,96.07
1840,08-02-2025,293,1,1286.06,2,Ashley Strickland,Wallis and Futuna,28-04-2025,Smartphone,Electronics,643.03
1841,22-11-2024,12,8,96.07,1,Eric Cooper,Bolivia,17-03-2025,Shoes,Clothing,96.07
1842,19-04-2025,184,1,1286.06,2,Ryan Moore,Nauru,01-10-2024,Smartphone,Electronics,643.03
1843,08-12-2024,484,5,3695.55,5,James Gutierrez,Zimbabwe,26-05-2025,T-Shirt,Clothing,739.11
1844,02-10-2024,329,4,923.92,4,Michele Clark,Barbados,22-06-2024,Smartwatch,Electronics,230.98
1845,09-11-2024,78,2,34.76,1,Carolyn Todd,Singapore,02-05-2025,Laptop,Electronics,34.76
1846,23-10-2024,468,4,461.96,2,Mary Delacruz,Pitcairn Islands,22-04-2024,Smartwatch,Electronics,230.98
1847,29-09-2024,390,6,679.93,1,Caroline Robbins,Spain,30-12-2023,Jeans,Clothing,679.93
1848,12-04-2025,128,6,1359.86,2,Jessica Gordon,Greenland,14-09-2024,Jeans,Clothing,679.93
1849,28-09-2024,391,1,1929.09,3,James Church,Lebanon,06-05-2024,Smartphone,Electronics,643.03
1850,20-06-2025,382,1,1929.09,3,Claudia Rowe,Anguilla,19-12-2023,Smartphone,Electronics,643.03
1851,08-06-2025,441,1,2572.12,4,Jessica Gonzalez,Algeria,12-01-2025,Smartphone,Electronics,643.03
1852,22-11-2024,339,13,181.35,5,Thomas Caldwell,Ireland,12-10-2024,Fiction,Books,36.27
1853,02-01-2025,131,14,206.85,1,Erik Johnson,Bahamas,06-03-2024,Non-Fiction,Books,206.85
1854,08-10-2024,423,14,1034.25,5,Michael White,Germany,01-10-2024,Non-Fiction,Books,206.85
1855,07-09-2024,325,2,69.52,2,Dawn Miller,Mauritania,14-05-2025,Laptop,Electronics,34.76
1856,28-02-2025,303,8,384.28,4,Jeffrey Martin,Dominican Republic,03-05-2024,Shoes,Clothing,96.07
1857,02-06-2025,498,15,1960.17,3,Grant Davis,Colombia,15-04-2024,Comics,Books,653.39
1858,23-04-2025,300,12,1530.9,3,Ryan Griffin,Gambia,29-06-2024,Curtains,Home,510.3
1859,02-05-2025,491,9,1710.8,4,Jennifer Knox,Northern Mariana Islands,06-04-2025,Sofa,Home,427.7
1860,03-02-2025,53,16,549.49,1,Luis Foster,Italy,25-11-2023,Biography,Books,549.49
1861,27-03-2025,252,13,181.35,5,Jonathan Elliott,Christmas Island,01-01-2025,Fiction,Books,36.27
1862,15-07-2025,425,10,79,2,Robert Parker,Isle of Man,23-08-2023,Lamp,Home,39.5
1863,19-04-2025,63,5,3695.55,5,Karen Webb,Monaco,10-08-2024,T-Shirt,Clothing,739.11
1864,30-01-2025,428,1,1929.09,3,Scott Smith,Guam,22-04-2025,Smartphone,Electronics,643.03
1865,04-07-2025,46,7,3573.04,4,Mary Anderson,Turkey,29-01-2025,Jacket,Clothing,893.26
1866,13-11-2024,316,11,679.35,3,Monica Collins,Lesotho,04-12-2023,Dining Table,Home,226.45
1867,12-11-2024,230,7,2679.78,3,Jeffrey Lyons,Belgium,27-01-2024,Jacket,Clothing,893.26
1868,20-03-2025,285,6,1359.86,2,James Arnold,Saint Barthelemy,29-11-2024,Jeans,Clothing,679.93
1869,03-03-2025,277,11,226.45,1,Erica Hall,Czech Republic,26-11-2024,Dining Table,Home,226.45
1870,31-01-2025,397,4,230.98,1,Heather Thomas,Syrian Arab Republic,20-08-2024,Smartwatch,Electronics,230.98
1871,06-09-2024,49,2,69.52,2,Stacy Chapman MD,Mauritania,11-12-2023,Laptop,Electronics,34.76
1872,09-01-2025,186,2,139.04,4,Jennifer Juarez,Indonesia,08-12-2024,Laptop,Electronics,34.76
1873,11-04-2025,192,11,1132.25,5,Thomas Jackson,Lebanon,22-11-2024,Dining Table,Home,226.45
1874,17-10-2024,287,9,1710.8,4,Morgan Johnson,Dominican Republic,01-09-2023,Sofa,Home,427.7
1875,05-06-2025,246,3,1411.4,5,Christina Mora,Norway,11-08-2024,Tablet,Electronics,282.28
1876,25-02-2025,422,2,34.76,1,Clifford Bailey,Lao People's Democratic Republic,25-07-2024,Laptop,Electronics,34.76
1877,27-09-2024,229,1,1929.09,3,Laura Jimenez,Saint Pierre and Miquelon,20-10-2023,Smartphone,Electronics,643.03
1878,29-07-2024,259,14,620.55,3,Deanna Huynh,Barbados,24-10-2023,Non-Fiction,Books,206.85
1879,28-11-2024,457,15,2613.56,4,Anne Kelly,Gambia,12-05-2025,Comics,Books,653.39
1880,05-03-2025,85,2,69.52,2,Andrea Wallace,Egypt,08-12-2023,Laptop,Electronics,34.76
1881,08-12-2024,113,12,2551.5,5,Greg Cooper,Cape Verde,10-11-2023,Curtains,Home,510.3
1882,13-04-2025,95,9,1283.1,3,Nicholas Wolf,Marshall Islands,22-10-2023,Sofa,Home,427.7
1883,25-12-2024,373,13,145.08,4,Jessica Mccarthy,Albania,28-02-2024,Fiction,Books,36.27
1884,13-02-2025,393,16,1098.98,2,Cheryl Johnson,Saint Martin,06-01-2024,Biography,Books,549.49
1885,23-11-2024,123,10,39.5,1,Luis Peters,United States Minor Outlying Islands,11-02-2024,Lamp,Home,39.5
1886,13-11-2024,92,3,564.56,2,Stephen Johnson,Thailand,06-12-2024,Tablet,Electronics,282.28
1887,05-03-2025,482,1,643.03,1,Roger King,Bolivia,04-02-2025,Smartphone,Electronics,643.03
1888,01-10-2024,151,9,1710.8,4,Andrea Lopez,Switzerland,19-01-2025,Sofa,Home,427.7
1889,26-05-2025,36,6,1359.86,2,Michael Johnson,Mexico,09-09-2024,Jeans,Clothing,679.93
1890,02-12-2024,46,7,3573.04,4,Mary Anderson,Turkey,29-01-2025,Jacket,Clothing,893.26
1891,03-10-2024,328,8,96.07,1,Jennifer Hughes,United Kingdom,14-04-2024,Shoes,Clothing,96.07
1892,03-09-2024,457,13,108.81,3,Anne Kelly,Gambia,12-05-2025,Fiction,Books,36.27
1893,26-11-2024,436,12,1530.9,3,Nicole Watson,Cayman Islands,15-04-2024,Curtains,Home,510.3
1894,27-06-2025,415,14,206.85,1,Charles Day,Guinea-Bissau,09-10-2023,Non-Fiction,Books,206.85
1895,29-09-2024,437,3,1411.4,5,Richard Pearson,Nauru,17-04-2024,Tablet,Electronics,282.28
